-5.2e-07,0.000102767,0.0709881
-5.198e-07,0.000102767,0.0709881
-5.196e-07,0.000102767,0.0709881
-5.194e-07,0.000102767,0.0709881
-5.192e-07,0.000102767,0.0709881
-5.19e-07,0.000102767,0.0709881
-5.188e-07,0.000102767,0.0709881
-5.186e-07,0.000102767,0.0709881
-5.184e-07,0.000102767,0.0709881
-5.182e-07,0.000102767,0.0709881
-5.18e-07,0.000102767,0.0788933
-5.178e-07,0.000102767,0.0788933
-5.176e-07,0.000102767,0.0788933
-5.174e-07,0.000102767,0.0788933
-5.172e-07,0.000102767,0.0788933
-5.17e-07,0.000893281,0.0788933
-5.168e-07,0.000893281,0.0788933
-5.166e-07,0.000893281,0.0788933
-5.164e-07,0.000893281,0.0788933
-5.162e-07,0.000893281,0.0788933
-5.16e-07,0.000102767,0.0788933
-5.158e-07,0.000102767,0.0788933
-5.156e-07,0.000102767,0.0788933
-5.154e-07,0.000102767,0.0709881
-5.152e-07,0.000102767,0.0709881
-5.15e-07,0.000102767,0.0788933
-5.148e-07,0.000102767,0.0788933
-5.146e-07,0.000893281,0.0788933
-5.144e-07,0.000893281,0.0709881
-5.142e-07,0.000893281,0.0709881
-5.14e-07,0.000893281,0.0709881
-5.138e-07,0.000893281,0.0709881
-5.136e-07,0.000893281,0.0709881
-5.134e-07,0.000893281,0.0709881
-5.132e-07,0.000893281,0.0709881
-5.13e-07,0.000893281,0.0709881
-5.128e-07,0.000102767,0.0709881
-5.126e-07,0.000102767,0.0709881
-5.124e-07,0.000102767,0.0709881
-5.122e-07,0.000102767,0.0788933
-5.12e-07,0.000102767,0.0788933
-5.118e-07,0.000102767,0.0788933
-5.116e-07,0.000893281,0.0788933
-5.114e-07,0.000893281,0.0788933
-5.112e-07,0.000893281,0.0788933
-5.11e-07,0.000893281,0.0788933
-5.108e-07,0.000893281,0.0709881
-5.106e-07,0.000893281,0.0788933
-5.104e-07,0.000893281,0.0788933
-5.102e-07,0.000893281,0.0788933
-5.1e-07,0.000102767,0.0788933
-5.098e-07,0.000102767,0.0788933
-5.096e-07,0.000102767,0.0788933
-5.094e-07,0.000102767,0.0788933
-5.092e-07,0.000102767,0.0788933
-5.09e-07,0.000102767,0.0788933
-5.088e-07,0.000893281,0.0788933
-5.086e-07,0.000893281,0.0788933
-5.084e-07,0.000893281,0.0788933
-5.082e-07,0.000893281,0.0788933
-5.08e-07,0.000893281,0.0788933
-5.078e-07,0.000893281,0.0788933
-5.076e-07,0.000893281,0.0788933
-5.074e-07,0.000893281,0.0788933
-5.072e-07,0.000893281,0.0788933
-5.07e-07,0.000893281,0.0788933
-5.068e-07,0.000893281,0.0788933
-5.066e-07,0.000893281,0.0788933
-5.064e-07,0.000893281,0.0788933
-5.062e-07,0.000102767,0.0788933
-5.06e-07,0.000102767,0.0788933
-5.058e-07,0.000102767,0.0709881
-5.056e-07,0.000102767,0.0709881
-5.054e-07,0.000102767,0.0709881
-5.052e-07,0.000102767,0.0709881
-5.05e-07,0.000102767,0.0709881
-5.048e-07,0.000102767,0.0709881
-5.046e-07,0.000102767,0.0788933
-5.044e-07,0.000893281,0.0788933
-5.042e-07,0.000893281,0.0788933
-5.04e-07,0.000893281,0.0788933
-5.038e-07,0.000893281,0.0788933
-5.036e-07,0.000102767,0.0788933
-5.034e-07,0.000102767,0.0788933
-5.032e-07,0.000893281,0.0788933
-5.03e-07,0.000893281,0.0788933
-5.028e-07,0.000893281,0.0788933
-5.026e-07,0.000893281,0.0788933
-5.024e-07,0.000893281,0.0788933
-5.022e-07,0.000102767,0.0788933
-5.02e-07,0.000102767,0.0788933
-5.018e-07,0.000102767,0.0788933
-5.016e-07,0.000102767,0.0788933
-5.014e-07,0.000102767,0.0788933
-5.012e-07,0.000102767,0.0788933
-5.01e-07,0.000102767,0.0788933
-5.008e-07,0.000102767,0.0788933
-5.006e-07,0.000102767,0.0709881
-5.004e-07,0.000893281,0.0709881
-5.002e-07,0.000893281,0.0788933
-5e-07,0.000893281,0.0788933
-4.998e-07,0.000893281,0.0788933
-4.996e-07,0.000893281,0.0867984
-4.994e-07,0.000893281,0.0867984
-4.992e-07,0.000102767,0.0867984
-4.99e-07,0.000102767,0.0867984
-4.988e-07,0.000102767,0.0788933
-4.986e-07,0.000102767,0.0788933
-4.984e-07,0.000102767,0.0788933
-4.982e-07,0.000102767,0.0788933
-4.98e-07,0.000102767,0.0788933
-4.978e-07,0.000102767,0.0788933
-4.976e-07,0.000102767,0.0788933
-4.974e-07,0.000102767,0.0788933
-4.972e-07,0.000102767,0.0788933
-4.97e-07,0.000102767,0.0788933
-4.968e-07,0.000102767,0.0788933
-4.966e-07,0.000102767,0.0788933
-4.964e-07,0.000102767,0.0788933
-4.962e-07,0.000102767,0.0788933
-4.96e-07,0.000102767,0.0788933
-4.958e-07,0.000102767,0.0788933
-4.956e-07,0.000102767,0.0788933
