-0.006640316,-0.019762846
-0.0063241106,-0.019762846
-0.0061660078,-0.021343874
-0.0058498024,-0.021343874
-0.0058498024,-0.022134388
-0.0058498024,-0.023715414
-0.0053754942,-0.024505928
-0.0053754942,-0.024505928
-0.0052173915,-0.025296442
-0.0047430829,-0.026086956
-0.0049011856,-0.02687747
-0.0045849802,-0.027667984
-0.004110672,-0.028458498
-0.0039525693,-0.028458498
-0.0039525693,-0.029249012
-0.0036363637,-0.030039527
-0.0034782609,-0.030830039
-0.0031620553,-0.030830039
-0.0028458498,-0.031620555
-0.0026877471,-0.032411069
-0.0025296442,-0.032411069
-0.0023715415,-0.033201583
-0.0018972332,-0.033201583
-0.0017391305,-0.033992093
-0.0014229249,-0.034782607
-0.0012648221,-0.034782607
-0.0011067194,-0.035573121
-0.00063241104,-0.035573121
-0.0004743083,-0.035573121
-0.00031620552,-0.035573121
0,-0.035573121
0.00015810276,-0.036363635
0.0004743083,-0.037154149
0.00063241104,-0.037154149
0.00079051382,-0.037154149
0.0011067194,-0.037944663
0.0015810276,-0.037154149
0.0017391305,-0.037944663
0.0018972332,-0.037154149
0.0022134387,-0.037944663
0.0023715415,-0.037944663
0.0026877471,-0.037944663
0.0028458498,-0.038735177
0.0030039526,-0.038735177
0.003320158,-0.038735177
0.0036363637,-0.037944663
0.0037944664,-0.037944663
0.004110672,-0.037944663
0.0042687748,-0.037154149
0.0045849802,-0.037944663
0.0049011856,-0.037154149
0.0050592883,-0.037154149
0.0052173915,-0.037154149
0.0052173915,-0.037154149
0.005533597,-0.036363635
0.0058498024,-0.036363635
0.0061660078,-0.035573121
0.0064822133,-0.035573121
0.0063241106,-0.035573121
0.0067984192,-0.034782607
0.0067984192,-0.033992093
0.0069565219,-0.033201583
0.0072727273,-0.033201583
0.00743083,-0.033201583
0.00743083,-0.031620555
0.0075889328,-0.032411069
0.0079051387,-0.030830039
0.0079051387,-0.030039527
0.0082213441,-0.030039527
0.0082213441,-0.029249012
0.0083794463,-0.028458498
0.0085375495,-0.028458498
0.0086956518,-0.02687747
0.0086956518,-0.02687747
0.0090118581,-0.025296442
0.0090118581,-0.025296442
0.0091699604,-0.024505928
0.0093280636,-0.023715414
0.0093280636,-0.022924902
0.0093280636,-0.022134388
0.0094861658,-0.021343874
0.0094861658,-0.02055336
0.009644269,-0.019762846
0.0098023713,-0.018972332
0.0099604744,-0.018181818
0.0099604744,-0.016600791
0.0099604744,-0.016600791
0.010118577,-0.015019763
0.010118577,-0.014229249
0.01027668,-0.013438735
0.010118577,-0.012648221
0.010118577,-0.011857707
0.010118577,-0.011067194
0.01027668,-0.01027668
0.01027668,-0.0094861658
0.01027668,-0.0079051387
0.01027668,-0.0071146246
0.01027668,-0.005533597
0.01027668,-0.0047430829
0.010118577,-0.0047430829
0.01027668,-0.0031620553
0.010118577,-0.0023715415
0.010118577,-0.00079051382
0.01027668,-0.00079051382
0.01027668,0.00079051382
0.010118577,0.0015810276
0.010118577,0.0023715415
0.0099604744,0.0039525693
